10,1.0,0.004,0.008,0.0015,3500,42000
10,0.9,0.003936325,0.007038577,0.001956523,4768.720044,236992.8076
10,0.8,0.003936325,0.006025611,0.006258224,286804.7868,8200.767865
10,0.7,0.003988347,0.001748802,0.00496258,518230.2351,42736.99198
10,0.6,0.004023168,0.003786559,0.006065423,186762.5445,9923.095475
10,0.5,0.003849622,0.002683972,0.005155743,738269.9457,9440.287265
10,0.4,0.003762788,0.004752534,0.007609791,393827.5112,11268.69427
10,0.3,0.003901644,0.005251973,0.00831458,364608.685,10233.23404
10,0.2,0.004282989,0.006268801,0.010005636,310781.6352,8075.386418
10,0.1,0.004976936,0.009407461,0.017007926,209303.4953,4221.098355
10,0,0.005461733,0.013835775,0.031323039,125685.092,2077.852381
20,1.0,0.0029,0.0052,0.0015,6294.93,500000
20,0.9,0.002896088,0.005041939,0.001492694,6294.930293,486449.0763
20,0.8,0.002826328,0.004425822,0.00606644,12942.75054,166009.6766
20,0.7,0.002808891,0.001480259,0.00417853,1111553.462,10677.34974
20,0.6,0.002774406,0.002647579,0.004843522,488249.258,16194.44752
20,0.5,0.002687892,0.003746614,0.003870466,571189.8782,16317.52156
20,0.4,0.002583845,0.004877279,0.006686152,430024.4465,12368.21777
20,0.3,0.002670644,0.005809693,0.007496288,394243.6147,11060.47528
20,0.2,0.002965044,0.006943369,0.00898305,331287.3712,8843.399003
20,0.1,0.003346395,0.009251163,0.013472186,248606.808,5415.569379
20,0,0.003866963,0.016123566,0.02426508,136827.5132,2887.992859
30,1.0,0.001976,0.0031,0.0008,7216,481827
30,0.9,0.001976696,0.003335685,0.000965004,7216.959178,481827.3183
30,0.8,0.001976833,0.003730327,0.004110323,233893.1577,20738.75979
30,0.7,0.002011375,0.001095787,0.003207132,740267.9491,11247.35153
30,0.6,0.002028644,0.001229269,0.003690392,1629482.889,17236.26203
30,0.5,0.001924744,0.003271125,0.003154288,619138.2196,20524.82128
30,0.4,0.001838299,0.004546729,0.005837699,450067.751,14223.46498
30,0.3,0.001924677,0.005130645,0.006475176,397849.1696,12682.15964
30,0.2,0.002097999,0.005957299,0.007670471,355905.2352,10531.95369
30,0.1,0.002410432,0.008119077,0.010600621,269738.7596,7191.398109
30,0,0.002912924,0.016058861,0.018786044,138290.8726,3973.422624
40,1.0,0.001577,0.00065,0.0018,468109.2589,7807.55
40,0.9,0.001577998,0.000762006,0.002510342,498109.2589,7807.559105
40,0.8,0.001560658,0.0008,0.005480709,74147551952,57815.96785
40,0.7,0.001560766,0.000833866,0.002708981,1230089.147,12940.24737
40,0.6,0.001560549,0.001393544,0.002643913,1620232.086,14323.55611
40,0.5,0.00156082,0.002926088,0.002696652,747085.4224,26125.80737
40,0.4,0.00154321,0.004472437,0.005343658,453732.0453,16186.00637
40,0.3,0.001560495,0.004771611,0.006008141,416138.0787,14252.24169
40,0.2,0.001664586,0.005657805,0.007041609,367192.5905,11732.68484
40,0.1,0.001872659,0.007766729,0.0092089,277425.4248,8835.730459
40,0,0.002271309,0.016190745,0.016031511,134518.578,5001.782936
